id;user_id;film_id;rate;remote_film_id;name;budget;popularity;release_date;revenue;vote_average;vote_count;Action;Adventure;Animation;Comedy;Crime;Documentary;Drama;Family;Fantasy;History;Horror;Mystery;Romance;Science Fiction;TV Movie;Thriller;War;Western;Music
130;1328;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
131;355;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
132;1796;137;0;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
133;841;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
134;845;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
135;1494;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
136;408;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
137;414;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
138;1496;137;1;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
139;393;137;0;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
140;392;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
141;1473;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
142;386;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
143;1486;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
144;391;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
145;442;137;1;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
146;443;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
147;922;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
148;446;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
149;447;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
150;919;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
151;431;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
152;904;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
153;416;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
154;1519;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
155;478;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
